Keyfield,Keyfield,Sample Year,Sample Period,Agency,Date,Season,Station ID,Time,Depth,Latitude,Longitude,Temperature (C) ,Salinity,Total Depth (m),Secchi Depth (m),Secchi as % of Total,Sample Depth (m),Sample Depth as % of Total,pH,Dissolved Oxygen (mg/L),Vol TP filtered (ml),Vol Chl filtered (L),Chl a (ug/L),Chl a EXO (ug/L),Phaeophytin (ug/L),NH4  (uM),PO4  (uM),N+N  (uM),NO3  (uM),NO2  (uM),Si  (uM),DIN  (uM),TDP  (uM),DOP  (uM),TP  (uM)
No_keyfield,No_keyfield,2020-2021,B,FIU,9/29/2020,Wet,CGW-11,10:26,Surface,25.738478,-80.286614,28.4,0.3,1.5,9999,9999,0.3,0.2,7.36,3.01,9999,0.15,9.985,9999,1.502,20.84,0.23,28.15,26.62,1.53,57.1,48.99,0.58,9999,9999
No_keyfield,No_keyfield,2020-2021,B,FIU,10/14/2020,Wet,CGW-11,9:45,Surface,25.738478,-80.286614,27.2,0.3,1.5,9999,9999,0.3,0.2,7.2,1.72,9999,0.2,9.32,9999,0.582,13.25,0.11,14.13,13.08,1.05,98.6,27.38,0.31,9999,9999
No_keyfield,No_keyfield,2020-2021,B,FIU,10/28/2020,Wet,CGW-11,9:55,Surface,25.738478,-80.286614,27.2,0.3,1.5,9999,9999,0.3,0.2,6.96,2.09,9999,0.2,5.193,9999,0.915,24.97,0.26,37.52,35.15,2.37,137.2,62.49,0.26,9999,9999
No_keyfield,No_keyfield,2020-2021,B,FIU,11/12/2020,Dry,CGW-11,8:37,Surface,25.738478,-80.286614,26.6,0.3,1.4,9999,9999,0.3,0.21,7.25,1.78,9999,0.2,3.509,9999,0.708,23.75,0.42,40.21,38.25,1.97,120.9,63.96,0.66,9999,9999
No_keyfield,No_keyfield,2020-2021,B,FIU,12/14/2020,Dry,CGW-11,10:43,Surface,25.738478,-80.286614,24.7,2.1,1.5,9999,9999,0.3,0.2,7,2.5,9999,0.2,5.627,9999,2.14,10.733,0.2,39.95,37.99,1.96,58.02,50.683,0.98,9999,9999
No_keyfield,No_keyfield,2020-2021,B,FIU,1/27/2021,Dry,CGW-11,10:30,Surface,25.738478,-80.286614,25.1,2.8,1.4,1.4,1,0.3,0.21,7.06,3.53,9999,0.15,4.573,9999,1.022,21.303,0.3,15.045,13.951,1.094,65.914,36.348,0.644,9999,9999
No_keyfield,No_keyfield,2020-2021,B,FIU,2/25/2021,Dry,CGW-11,9:20,Surface,25.738478,-80.286614,25.9,3.1,1.6,0.9,0.56,0.3,0.19,7.07,1.6,9999,0.15,18.333,9999,8.418,15.743,0.256,3.854,3.261,0.593,66.938,19.597,0.423,9999,9999
No_keyfield,No_keyfield,2020-2021,B,FIU,3/25/2021,Dry,CGW-11,9:35,Surface,25.738478,-80.286614,26.6,7.1,1.8,1.8,1,0.3,0.17,7.28,4.93,9999,0.1,11.13,9999,5.435,8.189,0.489,9.759,8.911,0.848,96.812,17.948,0.562,9999,9999
No_keyfield,No_keyfield,2020-2021,B,FIU,4/23/2021,Dry,CGW-11,8:35,Surface,25.738478,-80.286614,27.2,5.1,1.4,1.4,1,0.3,0.21,6.96,2.42,9999,0.1,10.269,9999,9.241,15.25,0.842,9.106,8.183,0.923,98.255,24.356,0.842,9999,9999
No_keyfield,No_keyfield,2020-2021,B,FIU,5/24/2021,Dry,CGW-11,10:10,Surface,25.738478,-80.286614,27.4,3.7,1.4,1,0.71,0.3,0.21,7.3,5.74,9999,0.15,17.429,9999,8.714,10.919,0.3,2.43,2.04,0.39,82.364,13.349,0.479,9999,9999
No_keyfield,No_keyfield,2020-2021,B,FIU,6/7/2021,Wet,CGW-11,10:23,Surface,25.738478,-80.286614,29.4,3.4,2.3,1.2,0.52,0.3,0.13,7.16,3.28,9999,0.15,12.036,9999,6.381,13.292,0.875,3.341,2.734,0.607,144.124,16.633,0.875,9999,9999
No_keyfield,No_keyfield,2020-2021,B,FIU,6/23/2021,Wet,CGW-11,10:00,Surface,25.738478,-80.286614,29.4,1.5,1,0.9,0.9,0.3,0.3,7.05,3.2,9999,0.15,13.144,9999,5.106,2.889,0.2,0.338,0.055,0.283,109.139,3.227,0.37,9999,9999
No_keyfield,No_keyfield,2020-2021,B,FIU,7/21/2021,Wet,CGW-11,8:46,Surface,25.738478,-80.286614,28.1,0.3,1.2,1,0.83,0.3,0.25,7.14,4.81,9999,0.15,21.638,9999,13.064,9.95,0.2,2.005,1.551,0.454,122.509,11.955,0.589,9999,9999
No_keyfield,No_keyfield,2020-2021,B,FIU,8/5/2021,Wet,CGW-11,9:30,Surface,25.738478,-80.286614,27.9,0.9,1.4,1,0.71,0.3,0.21,6.77,1.59,9999,0.15,15.743,9999,5.477,18.412,0.135,5.872,6.622,0.75,118.352,24.284,0.538,9999,9999
No_keyfield,No_keyfield,2020-2021,B,FIU,8/19/2021,Wet,CGW-11,8:54,Surface,25.738478,-80.286614,28.8,0.4,1.5,1.3,0.86,9999,0,7.19,6.27,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999
No_keyfield,No_keyfield,2020-2021,B,FIU/NOAA,9/3/2021,Wet,CGW-11,9:40,Surface,25.738478,-80.286614,27.5,1,1.3,0.8,0.6,9999,0,6.98,1.66,9999,0.15,18.335,9999,8.349,22.244,0.23,3.394,4.227,0.833,129.113,25.638,0.232,9999,9999
No_keyfield,No_keyfield,2020-2021,B,FIU,9/29/2020,Wet,CGW-12,14:30,Surface,25.67365,-80.28415,28.4,0.3,9999,9999,9999,0.3,9999,7.45,2.56,9999,0.15,2.094,9999,0.879,15.49,0.19,2.6,2.36,0.23,126.4,18.09,0.38,9999,9999
No_keyfield,No_keyfield,2020-2021,B,FIU,10/14/2020,Wet,CGW-12,12:10,Surface,25.67365,-80.28415,28.3,0.3,9999,9999,9999,0.3,9999,7.49,1.28,9999,0.2,1.386,9999,0.419,15.95,0.01,2.19,1.94,0.25,125.5,18.14,0.23,9999,9999
No_keyfield,No_keyfield,2020-2021,B,FIU,10/28/2020,Wet,CGW-12,12:15,Surface,25.67365,-80.28415,27.5,0.2,9999,9999,9999,0.3,9999,7.22,1.87,9999,0.2,1.411,9999,0.836,13.23,0.04,4.77,4.06,0.71,150.9,18,0.11,9999,9999
No_keyfield,No_keyfield,2020-2021,B,FIU,11/12/2020,Dry,CGW-12,11:05,Surface,25.67365,-80.28415,26.4,0.2,9999,9999,9999,0.3,9999,7.5,2.46,9999,0.2,1.384,9999,0.746,10.21,0.17,8.66,7.87,0.79,138.2,18.87,0.57,9999,9999
No_keyfield,No_keyfield,2020-2021,B,FIU,12/14/2020,Dry,CGW-12,12:20,Surface,25.67365,-80.28415,24.4,0.2,9999,9999,9999,0.3,9999,7.64,2.4,9999,0.2,1.436,9999,0.867,11.261,0.06,8.27,7.42,0.85,119.36,19.531,1.24,9999,9999
No_keyfield,No_keyfield,2020-2021,B,FIU,1/27/2021,Dry,CGW-12,12:38,Surface,25.67365,-80.28415,24.3,0.2,9999,9999,9999,0.3,9999,7.32,2.07,9999,0.15,0.845,9999,0.63,23.016,0.423,9.347,6.928,2.419,161.39,32.363,0.983,9999,9999
No_keyfield,No_keyfield,2020-2021,B,FIU,2/25/2021,Dry,CGW-12,10:29,Surface,25.67365,-80.28415,25.1,0.3,9999,9999,9999,0.3,9999,7.47,3.16,9999,0.15,1.083,9999,0.818,11.076,0.443,11.419,10.573,0.846,142.032,22.495,0.846,9999,9999
No_keyfield,No_keyfield,2020-2021,B,FIU,3/25/2021,Dry,CGW-12,11:55,Surface,25.67365,-80.28415,25.1,0.3,9999,9999,9999,0.3,9999,7.85,4.97,9999,0.1,2.067,9999,0.964,6.639,0.123,12.034,11.404,0.63,173.381,18.673,0.378,9999,9999
No_keyfield,No_keyfield,2020-2021,B,FIU,4/23/2021,Dry,CGW-12,11:34,Surface,25.67365,-80.28415,27.1,0.3,9999,9999,9999,0.3,9999,7.55,3.16,9999,0.1,3.165,9999,1.751,11.006,0.067,7.272,6.877,0.395,162.108,18.278,0.72,9999,9999
No_keyfield,No_keyfield,2020-2021,B,FIU,5/24/2021,Dry,CGW-12,12:03,Surface,25.67365,-80.28415,27.9,0.3,9999,9999,9999,0.3,9999,8.03,6.53,9999,0.15,2.002,9999,0.382,3.801,0.084,11.16,10.829,0.331,156.639,14.961,0.384,9999,9999
No_keyfield,No_keyfield,2020-2021,B,FIU,6/7/2021,Wet,CGW-12,12:32,Surface,25.67365,-80.28415,29.9,0.3,9999,9999,9999,0.3,9999,8.08,6.89,9999,0.15,1.798,9999,0.697,1.83,0.17,7.32,7.079,0.241,161.278,9.15,0.398,9999,9999
No_keyfield,No_keyfield,2020-2021,B,FIU,6/23/2021,Wet,CGW-12,11:44,Surface,25.67365,-80.28415,29.5,0.3,9999,9999,9999,0.3,9999,7.62,3.15,9999,0.15,1.605,9999,1.077,13.627,0.056,5.402,5.05,0.352,151.744,19.028,0.566,9999,9999
No_keyfield,No_keyfield,2020-2021,B,FIU,7/21/2021,Wet,CGW-12,10:27,Surface,25.67365,-80.28415,29.1,0.3,9999,9999,9999,0.3,9999,7.5,2.09,9999,0.15,2.02,9999,1.531,12.146,0.094,5.269,4.721,0.548,174.502,17.415,0.519,9999,9999
No_keyfield,No_keyfield,2020-2021,B,FIU,8/5/2021,Wet,CGW-12,12:03,Surface,25.67365,-80.28415,27.3,0.3,9999,9999,9999,0.3,9999,7.35,0.99,9999,0.15,1.213,9999,0.475,21.627,0.086,0.996,1.25,0.254,168.263,22.623,0.507,9999,9999
No_keyfield,No_keyfield,2020-2021,B,FIU,8/19/2021,Wet,CGW-12,10:40,Surface,25.67365,-80.28415,28.8,0.3,9999,9999,9999,9999,9999,7.47,1.68,9999,0.15,1.151,9999,0.846,17.826,0.071,2.855,3.403,0.548,176.661,20.681,0.342,9999,9999
No_keyfield,No_keyfield,2020-2021,B,FIU,9/3/2021,Wet,CGW-12,11:25,Surface,25.67365,-80.28415,28,0.3,9999,9999,9999,9999,9999,6.45,0.95,9999,0.15,2.219,9999,0.324,21.958,0.051,0.755,1.174,0.419,178.537,22.713,0.232,9999,9999
No_keyfield,No_keyfield,2020-2021,B,FIU,9/29/2020,Wet,CGW-13,14:56,Surface,25.687041,-80.284639,28.1,0.3,9999,9999,9999,0.3,9999,7.41,1.4,9999,0.15,2.161,9999,0.7,15.72,0.06,2.6,2.39,0.21,109.1,18.32,0.08,9999,9999
No_keyfield,No_keyfield,2020-2021,B,FIU,10/14/2020,Wet,CGW-13,12:35,Surface,25.687041,-80.284639,28.2,0.3,9999,9999,9999,0.3,9999,7.44,1.03,9999,0.2,1.426,9999,0.427,16.2,0.02,1.43,1.24,0.2,130.3,17.63,0.02,9999,9999
No_keyfield,No_keyfield,2020-2021,B,FIU,10/28/2020,Wet,CGW-13,12:40,Surface,25.687041,-80.284639,27.5,0.2,9999,9999,9999,0.3,9999,7.14,1.47,9999,0.2,1.695,9999,0.772,13.05,0.05,4.55,3.77,0.79,169.8,17.6,0.07,9999,9999
No_keyfield,No_keyfield,2020-2021,B,FIU,11/12/2020,Dry,CGW-13,11:55,Surface,25.687041,-80.284639,26.5,0.3,9999,9999,9999,0.3,9999,7.41,2.5,9999,0.2,2.106,9999,0.853,10.84,0.2,8.16,7.37,0.78,134.4,19,0.57,9999,9999
No_keyfield,No_keyfield,2020-2021,B,FIU,12/14/2020,Dry,CGW-13,12:37,Surface,25.687041,-80.284639,24.5,0.2,9999,9999,9999,0.3,9999,7.41,2.06,9999,0.2,1.062,9999,0.528,12.186,0.03,7.73,6.87,0.86,114.8,19.916,1.26,9999,9999
No_keyfield,No_keyfield,2020-2021,B,FIU,1/27/2021,Dry,CGW-13,13:06,Surface,25.687041,-80.284639,24.4,0.2,9999,9999,9999,0.3,9999,7.31,1.9,9999,0.15,1.086,9999,0.922,25.454,0.093,5.749,5.061,0.688,148.764,31.203,0.762,9999,9999
No_keyfield,No_keyfield,2020-2021,B,FIU,2/25/2021,Dry,CGW-13,10:49,Surface,25.687041,-80.284639,25,0.3,9999,9999,9999,0.3,9999,7.44,2.96,9999,0.15,11.206,9999,2.141,10.296,0.199,10.229,9.288,0.941,141.057,20.525,0.605,9999,9999
No_keyfield,No_keyfield,2020-2021,B,FIU,3/25/2021,Dry,CGW-13,12:16,Surface,25.687041,-80.284639,25.4,0.3,9999,9999,9999,0.3,9999,7.67,5.16,9999,0.1,5.006,9999,1.449,6.737,0.087,11.519,10.93,0.589,172.417,18.256,0.535,9999,9999
No_keyfield,No_keyfield,2020-2021,B,FIU,4/23/2021,Dry,CGW-13,11:02,Surface,25.687041,-80.284639,27.4,0.3,9999,9999,9999,0.3,9999,7.74,3.2,9999,0.1,1.63,9999,1.281,11.021,0.055,7.764,7.398,0.366,160.797,18.785,0.538,9999,9999
No_keyfield,No_keyfield,2020-2021,B,FIU,5/24/2021,Dry,CGW-13,12:35,Surface,25.687041,-80.284639,26.8,0.3,9999,9999,9999,0.3,9999,7.85,6.71,9999,0.15,2.072,9999,0.79,4.046,0.076,11.522,11.163,0.359,156.296,15.568,0.437,9999,9999
No_keyfield,No_keyfield,2020-2021,B,FIU,6/7/2021,Wet,CGW-13,13:20,Surface,25.687041,-80.284639,30.1,0.3,9999,9999,9999,0.3,9999,8.05,6.86,9999,0.15,3.034,9999,1.123,2.061,0.11,6.706,6.42,0.286,159.843,8.767,0.308,9999,9999
No_keyfield,No_keyfield,2020-2021,B,FIU,6/23/2021,Wet,CGW-13,11:56,Surface,25.687041,-80.284639,29.6,0.3,9999,9999,9999,0.3,9999,7.41,2.94,9999,0.15,1.782,9999,1.346,14.932,0.01,5.21,4.863,0.347,151.004,20.142,0.543,9999,9999
No_keyfield,No_keyfield,2020-2021,B,FIU,7/21/2021,Wet,CGW-13,11:17,Surface,25.687041,-80.284639,28.9,0.3,9999,9999,9999,0.3,9999,7.39,1.65,9999,0.15,1.724,9999,1.49,13.612,0.086,4.173,3.65,0.523,174.588,17.784,0.501,9999,9999
No_keyfield,No_keyfield,2020-2021,B,FIU,8/5/2021,Wet,CGW-13,12:20,Surface,25.687041,-80.284639,27.3,0.3,9999,9999,9999,0.3,9999,7.16,0.83,9999,0.15,1.313,9999,0.532,22.101,0.046,0.811,1.034,0.223,169.655,22.912,0.518,9999,9999
No_keyfield,No_keyfield,2020-2021,B,FIU,8/19/2021,Wet,CGW-13,11:07,Surface,25.687041,-80.284639,28.5,0.3,9999,9999,9999,9999,9999,7.29,1.24,9999,0.15,1.172,9999,0.823,20.392,0.004,0.648,1.076,0.428,176.45,21.04,0.134,9999,9999
No_keyfield,No_keyfield,2020-2021,B,FIU,9/3/2021,Wet,CGW-13,11:58,Surface,25.687041,-80.284639,28,0.3,9999,9999,9999,9999,9999,7.27,0.75,9999,0.15,2.267,9999,0.822,23.704,0.052,0.638,0.924,0.286,179.72,24.342,0.185,9999,9999
No_keyfield,No_keyfield,2020-2021,B,NOAA,9/29/2020,Wet,CGW-8a1,10:55,Surface,25.729961,-80.264265,28.6,3.5,2,9999,9999,0.5,0.25,9999,2.84,9999,0.15,3.2,9999,0.701,5.01,1.16,66.09,65.64,0.45,55.2,71.1,1.16,9999,9999
No_keyfield,No_keyfield,2020-2021,B,NOAA,10/14/2020,Wet,CGW-8a1,10:30,Surface,25.729961,-80.264265,28.8,8.1,2,9999,9999,0.5,0.25,7,2.67,9999,0.2,2.239,9999,0.449,3.71,1.48,65.51,65.33,0.18,102.3,69.22,1.48,9999,9999
No_keyfield,No_keyfield,2020-2021,B,NOAA,10/28/2020,Wet,CGW-8a1,13:42,Surface,25.729961,-80.264265,27.4,1.5,1.7,9999,9999,0.3,0.18,7.09,2.72,9999,0.2,0.505,9999,0.182,4.28,1.66,82.82,82.39,0.43,137.2,87.1,1.66,9999,9999
No_keyfield,No_keyfield,2020-2021,B,NOAA,11/12/2020,Dry,CGW-8a1,10:12,Surface,25.729961,-80.264265,27.2,1.6,1.9,9999,9999,0.3,0.16,6.5,2.61,9999,0.2,0.071,9999,0.073,5.18,1.49,35.81,35.71,0.1,108.2,40.99,1.49,9999,9999
No_keyfield,No_keyfield,2020-2021,B,NOAA,12/14/2020,Dry,CGW-8a1,12:00,Surface,25.729961,-80.264265,24.3,9.9,1.6,9999,9999,0.3,0.19,7.8,4.77,9999,0.2,1.51,9999,0.527,2.535,2.85,51.06,50.84,0.21,57.25,53.595,1.16,9999,9999
No_keyfield,No_keyfield,2020-2021,B,NOAA,1/27/2021,Dry,CGW-8a1,11:20,Surface,25.729961,-80.264265,24.9,13.3,3,3,1,0.3,0.08,7.9,5.39,9999,0.15,0.873,9999,0.654,3.692,1.743,48.361,48.187,0.174,56.327,52.053,1.743,9999,9999
No_keyfield,No_keyfield,2020-2021,B,NOAA,2/25/2021,Dry,CGW-8a1,10:09,Surface,25.729961,-80.264265,25.4,13,1.1,1,0.91,0.3,0.27,7.5,4.89,9999,0.15,0.754,9999,0.47,1.806,1.509,68.766,68.566,0.2,83.892,70.572,1.509,9999,9999
No_keyfield,No_keyfield,2020-2021,B,NOAA,3/25/2021,Dry,CGW-8a1,9:51,Surface,25.729961,-80.264265,26,21.7,1.4,1.4,1,0.3,0.21,8,4.91,9999,0.1,4.379,9999,4.432,1.673,1.096,36.368,36.073,0.295,52.261,38.041,1.096,9999,9999
No_keyfield,No_keyfield,2020-2021,B,NOAA,4/23/2021,Dry,CGW-8a1,8:55,Surface,25.729961,-80.264265,27.9,19.7,1.3,1.3,1,0.3,0.23,7.7,3.82,9999,0.1,5.559,9999,4.694,1.859,1.078,43.573,43.15,0.423,59.989,45.432,1.078,9999,9999
No_keyfield,No_keyfield,2020-2021,B,NOAA,5/24/2021,Dry,CGW-8a1,12:30,Surface,25.729961,-80.264265,27,8,1.2,9999,9999,0.3,0.26,7.5,3.96,9999,0.15,4.113,9999,0.693,2.86,1.749,56.755,56.561,0.194,85.313,59.615,1.749,9999,9999
No_keyfield,No_keyfield,2020-2021,B,NOAA,6/7/2021,Wet,CGW-8a1,10:40,Surface,25.729961,-80.264265,29.5,15.5,1.4,1.4,1,0.5,0.33,7.37,3.76,9999,0.15,2.342,9999,1.858,4.001,1.572,36.32,35.96,0.36,78.425,40.321,1.572,9999,9999
No_keyfield,No_keyfield,2020-2021,B,NOAA,6/23/2021,Wet,CGW-8a1,10:45,Surface,25.729961,-80.264265,29.6,12.9,1.4,1.4,1,0.6,0.45,7.34,4.32,9999,0.15,2.724,9999,1.703,1.39,1.605,48.574,48.153,0.421,75.371,49.964,1.605,9999,9999
No_keyfield,No_keyfield,2020-2021,B,NOAA,7/21/2021,Wet,CGW-8a1,9:55,Surface,25.729961,-80.264265,29.1,4.1,1.3,1.3,1.01,0.6,0.45,7.39,3.41,9999,0.15,3.137,9999,1.798,2.007,1.37,70.272,70.066,0.206,104.026,72.279,1.37,9999,9999
No_keyfield,No_keyfield,2020-2021,B,NOAA,8/19/2021,Wet,CGW-8a1,10:45,Surface,25.729961,-80.264265,31.9,9999,2.5,2.5,1,0.3,0.12,7.24,9999,9999,0.15,2.063,9999,1.076,4.551,1.363,51.153,51.579,0.426,120.982,55.704,1.363,9999,9999
No_keyfield,No_keyfield,2020-2021,B,NOAA,9/3/2021,Wet,CGW-8a1,10:20,Surface,25.729961,-80.264265,27.4,2.4,1.5,1.5,1,9999,0,7.07,2.54,9999,0.15,1.29,9999,0.589,6.605,1.46,51.793,52.245,0.452,110.206,58.398,1.46,9999,9999
No_keyfield,No_keyfield,2020-2021,B,NOAA,NA,Wet,CGW-8a1,NA,Surface,25.729961,-80.264265,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999
No_keyfield,No_keyfield,2020-2021,B,NOAA,9/29/2020,Wet,CGW-8a2,10:20,Surface,25.729986,-80.264241,28.6,4.5,2,9999,9999,0.4,0.2,9999,3.17,9999,0.15,3.495,9999,0.672,7.22,1.02,56.21,55.51,0.7,56.1,63.43,1.02,9999,9999
No_keyfield,No_keyfield,2020-2021,B,NOAA,10/14/2020,Wet,CGW-8a2,9:57,Surface,25.729986,-80.264241,28.8,8.6,2,9999,9999,0.5,0.25,7,3.1,9999,0.2,2.267,9999,0.4,4.35,1.27,60.26,60.05,0.22,82.4,64.61,1.27,9999,9999
No_keyfield,No_keyfield,2020-2021,B,NOAA,10/28/2020,Wet,CGW-8a2,13:35,Surface,25.729986,-80.264241,27.3,1.5,1.7,9999,9999,0.3,0.18,6.99,2.37,9999,0.2,0.241,9999,0.114,3.97,1.32,61.8,61.55,0.25,120.1,65.77,1.32,9999,9999
No_keyfield,No_keyfield,2020-2021,B,NOAA,11/12/2020,Dry,CGW-8a2,10:08,Surface,25.729986,-80.264241,27.2,1.4,1.9,9999,9999,0.3,0.16,7.5,2.58,9999,0.2,0.029,9999,0.039,2.78,1.4,60.38,60.12,0.26,116.4,63.16,1.4,9999,9999
No_keyfield,No_keyfield,2020-2021,B,NOAA,12/14/2020,Dry,CGW-8a2,11:50,Surface,25.729986,-80.264241,24.1,11.6,1.6,9999,9999,0.2,0.13,8,4.74,9999,0.2,0.67,9999,0.327,2.34,1.61,55.38,55.2,0.18,63.39,57.72,1.61,9999,9999
No_keyfield,No_keyfield,2020-2021,B,NOAA,1/27/2021,Dry,CGW-8a2,11:00,Surface,25.729986,-80.264241,24.5,14,3,3,1,0.2,0.07,8,4.95,9999,0.15,0.323,9999,0.216,1.496,2.397,56.628,56.548,0.08,54.648,58.124,1.28,9999,9999
No_keyfield,No_keyfield,2020-2021,B,NOAA,2/25/2021,Dry,CGW-8a2,10:00,Surface,25.729986,-80.264241,25.4,12.6,1.1,1,0.91,0.3,0.27,7.5,4.87,9999,0.15,0.885,9999,0.581,1.398,2.295,70.273,70.19,0.083,85.481,71.671,0.941,9999,9999
No_keyfield,No_keyfield,2020-2021,B,NOAA,3/25/2021,Dry,CGW-8a2,10:00,Surface,25.729986,-80.264241,25.9,22.2,1.4,1.4,1,0.3,0.21,7,4.83,9999,0.1,1.02,9999,1.059,1.204,2.839,63.588,63.493,0.095,80.306,64.792,1.436,9999,9999
No_keyfield,No_keyfield,2020-2021,B,NOAA,4/23/2021,Dry,CGW-8a2,9:09,Surface,25.729986,-80.264241,26.9,19.9,1.3,1.3,1,0.3,0.23,7.61,3.74,9999,0.1,2.266,9999,2.162,1.697,2.154,62.333,62.138,0.195,76.645,64.03,2.154,9999,9999
No_keyfield,No_keyfield,2020-2021,B,NOAA,5/24/2021,Dry,CGW-8a2,12:00,Surface,25.729986,-80.264241,27,7.2,0.7,9999,9999,0.3,0.4,7.29,3.63,9999,0.15,0.538,9999,0.368,3.104,1.895,58.517,58.367,0.15,89.684,61.621,1.895,9999,9999
No_keyfield,No_keyfield,2020-2021,B,NOAA,6/7/2021,Wet,CGW-8a2,10:10,Surface,25.729986,-80.264241,29.7,14.5,1.3,1.3,1,0.5,0.36,7.45,3.73,9999,0.15,1.529,9999,1.497,3.19,2.038,47.195,46.96,0.235,92.15,50.385,2.038,9999,9999
No_keyfield,No_keyfield,2020-2021,B,NOAA,6/23/2021,Wet,CGW-8a2,10:40,Surface,25.729986,-80.264241,29.6,12.7,1.3,1.3,1,0.5,0.4,7.48,4.06,9999,0.15,2.088,9999,2.272,1.639,1.719,54.174,53.822,0.352,80.322,55.813,1.719,9999,9999
No_keyfield,No_keyfield,2020-2021,B,NOAA,7/21/2021,Wet,CGW-8a2,9:40,Surface,25.729986,-80.264241,29,3,1.4,1.4,1.02,0.5,0.37,7.42,3.46,9999,0.15,1.148,9999,0.944,3.167,1.367,67.89,67.496,0.394,101.817,71.057,1.367,9999,9999
No_keyfield,No_keyfield,2020-2021,B,NOAA,8/5/2021,Wet,CGW-8a2,10:50,Surface,25.729986,-80.264241,28.3,2.8,0.6,0.6,1.07,0.3,0.54,7.53,3.2,9999,0.15,4.293,9999,0.977,11.396,4.409,131.891,133.09,1.199,169.295,143.287,0.666,9999,9999
No_keyfield,No_keyfield,2020-2021,B,NOAA,8/19/2021,Wet,CGW-8a2,11:00,Surface,25.729986,-80.264241,31.4,9999,2.5,2.5,1,0.3,0.12,7.22,9999,9999,0.15,0.436,9999,0.385,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999
No_keyfield,No_keyfield,2020-2021,B,NOAA,9/3/2021,Wet,CGW-8a2,10:10,Surface,25.729986,-80.264241,26.2,1.4,1.5,1.5,1,9999,0,7.08,2.24,9999,0.15,0.112,9999,0.098,4.7,1.434,30.675,30.87,0.195,101.952,35.375,1.434,9999,9999
No_keyfield,No_keyfield,2020-2021,B,FIU,9/29/2020,Wet,CGW-8b,11:46,Surface,25.726992,-80.269708,28.8,2.2,1.9,9999,9999,0.3,0.16,7.32,4.05,9999,0.15,5.067,9999,0.572,9.93,0.56,63.64,62.42,1.21,65.2,73.57,0.58,9999,9999
No_keyfield,No_keyfield,2020-2021,B,NOAA,10/14/2020,Wet,CGW-8b,9:15,Surface,25.726992,-80.269708,28.2,6.2,2.4,9999,9999,0.3,0.13,7.5,3.47,9999,0.2,1.437,9999,0.594,4.38,1.04,64.16,63.89,0.27,92.6,68.54,1.04,9999,9999
No_keyfield,No_keyfield,2020-2021,B,NOAA,10/28/2020,Wet,CGW-8b,10:30,Surface,25.726992,-80.269708,26.8,0.01,2.4,9999,9999,0.3,0.13,7.6,6.02,9999,0.2,3.012,9999,0.587,13.44,0.61,52.78,51.11,1.67,105.1,66.22,0.61,9999,9999
No_keyfield,No_keyfield,2020-2021,B,NOAA,11/12/2020,Dry,CGW-8b,11:51,Surface,25.726992,-80.269708,26.7,0.7,9999,9999,9999,0.3,9999,7.5,2.87,9999,0.2,2.496,9999,0.629,14.27,0.72,61.68,59.93,1.76,122.4,75.95,0.72,9999,9999
No_keyfield,No_keyfield,2020-2021,B,NOAA,12/14/2020,Dry,CGW-8b,13:40,Surface,25.726992,-80.269708,24.5,9.6,9999,9999,9999,0.1,9999,7.5,5.59,9999,0.2,2.99,9999,0.744,2.612,1.35,113.42,112.93,0.49,83.31,116.032,1.35,9999,9999
No_keyfield,No_keyfield,2020-2021,B,FIU,1/27/2021,Dry,CGW-8b,15:20,Surface,25.726992,-80.269708,25.1,10.6,2,1.6,0.8,0.3,0.15,7.4,5.63,9999,0.15,3.919,9999,1.427,3.315,1.002,50.774,50.267,0.507,54.649,54.089,1.002,9999,9999
No_keyfield,No_keyfield,2020-2021,B,FIU,2/25/2021,Dry,CGW-8b,12:33,Surface,25.726992,-80.269708,25.8,8.1,1.8,9999,9999,0.3,0.17,7.47,6.54,9999,0.15,6.59,9999,2.15,1.486,0.393,47.93,47.399,0.531,49.208,49.416,0.442,9999,9999
No_keyfield,No_keyfield,2020-2021,B,NOAA,3/25/2021,Dry,CGW-8b,11:15,Surface,25.726992,-80.269708,26,19.1,1.2,1.2,1,0.3,0.25,8,5,9999,0.1,3.223,9999,2.741,1.96,1.078,45.565,45.1,0.465,65.685,47.525,1.078,9999,9999
No_keyfield,No_keyfield,2020-2021,B,NOAA,4/23/2021,Dry,CGW-8b,10:40,Surface,25.726992,-80.269708,27.3,13.5,1.7,1.7,1,0.3,0.18,7.71,4.6,9999,0.1,5.708,9999,6.684,2.468,0.855,46.186,45.429,0.757,71.869,48.654,0.855,9999,9999
No_keyfield,No_keyfield,2020-2021,B,FIU,5/24/2021,Dry,CGW-8b,13:30,Surface,25.726992,-80.269708,27.8,11.7,9999,1.3,9999,0.3,9999,7.57,7.68,9999,0.15,6.072,9999,1.168,1.163,0.311,35.98,35.622,0.358,57.035,37.142,0.472,9999,9999
